"Registracijas_kods","Nosaukums","Taksacijas_gads_ceturksnis","Samaksato_VID_administreto_nodoklu_kopsumma_tukst_EUR","Taja_skaita_PVN_iemaksa","Taja_skaita_PVN_atmaksa","Taja_skaita_IIN_summa","Taja_skaita_VSAOI_summa","Videjais_nodarbinato_personu_skaits_cilv"
"42403039264","SEKVOJA KOKS SIA","2026. gada 1. ceturksnis","0.10","0.00","0.00","0.03","0.07","1"
"42403039279","KLASIK SERVIS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039298","BODYESTHETIC SIA","2026. gada 1. ceturksnis","2.60","0.00","0.00","0.81","1.78","5"
"42403039300","AUSTRUMU MEŽSAIMNIEKS SIA","2026. gada 1. ceturksnis","24.21","0.00","41.88","22.69","43.37","18"
"42403039315","ATU 1002 SIA","2026. gada 1. ceturksnis"," -0.03","0.00","0.08","0.00","0.00","1"
"42403039334","DGKPRO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039349","MIGLA A SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403039353","AILINDA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039368","AROK SIA","2026. gada 1. ceturksnis","20.58","0.00","12.15","11.49","21.21","20"
"42403039372","SNIEGA ROZE-R SIA","2026. gada 1. ceturksnis","4.41","1.40","0.00","0.41","2.55","3"
"42403039387","OSSA PLAST SIA","2026. gada 1. ceturksnis","1.39","0.58","0.00","0.00","0.82","1"
"42403039391","VISSMAN SIA","2026. gada 1. ceturksnis","1.91","1.24","0.00","0.27","0.39","6"
"42403039419","DRILLEX SIA","2026. gada 1. ceturksnis","36.61"," -0.07","6.08","9.81","30.69","12"
"42403039423","RK BŪVSERVISS SIA","2026. gada 1. ceturksnis","0.91","0.00","0.00","0.26","0.63","0"
"42403039438","GLOBAL SERVICE 24 SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039442","VEGAS VS SIA","2026. gada 1. ceturksnis","9.44","4.55","0.00","0.73","4.16","7"
"42403039461","ĪPAŠUMS K SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039476","DAGLAT SIA","2026. gada 1. ceturksnis","4.00","0.35","0.00","0.97","2.63","9"
"42403039480","AFFIX SIA","2026. gada 1. ceturksnis","3.01","0.00","0.13","0.84","2.29","3"
"42403039508","SMARTTEC SIA","2026. gada 1. ceturksnis","4.89","2.12","0.60","0.18","3.18","8"
"42403039512","BBS LUDZA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039527","2K ADVICE SIA","2026. gada 1. ceturksnis","2.76","0.00","0.00","0.10","0.15","1"
"42403039546","LATNA SIA","2026. gada 1. ceturksnis","0.51","0.00","0.00","0.17","0.33","1"
"42403039550","DLU SERVICES SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039599","LAILIO SOFTWARE SIA","2026. gada 1. ceturksnis","2.83","0.00","0.00","0.89","1.94","1"
"42403039601","KRAVAS RATI SIA","2026. gada 1. ceturksnis","111.36","44.84","0.00","19.68","44.05","37"
"42403039616","IRĒNAS ČIRKO ĢIMENES ĀRSTA PRAKSE SIA","2026. gada 1. ceturksnis","9.78","0.00","0.00","3.35","6.43","8"
"42403039635","AMATDZIRNAS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039654","PAUGURI JV SIA","2026. gada 1. ceturksnis"," -1.17","0.00","1.17","0.00","0.00","1"
"42403039673","PROMOTION PRO SIA","2026. gada 1. ceturksnis","0.26","0.06","0.00","0.06","0.13","1"
"42403039688","BLU DIZAINS SIA","2026. gada 1. ceturksnis","1.54","0.62","0.00","0.12","0.79","2"
"42403039692","LABA AUTOSKOLA SIA","2026. gada 1. ceturksnis","0.08","0.00","0.00","0.03","0.05","1"
"42403039739","FAKTORS X BRĪVS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039743","PRIEŽVANAGI SIA","2026. gada 1. ceturksnis","0.32","0.07","0.00","0.10","0.15","2"
"42403039758","VISTO SERVISS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403039777","AUSTRUMLATVIJAS VERIFIKĀCIJAS BIROJS SIA","2026. gada 1. ceturksnis","0.34","0.00","0.00","0.14","0.20","1"
"42403039796","ACTEK SIA","2026. gada 1. ceturksnis","0.94","0.60","0.00","0.06","0.28","2"
"42403039809","SKLUDA SIA","2026. gada 1. ceturksnis","3.01","0.69","0.00","0.14","2.10","3"
"42403039813","HOME SHOP SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039828","EKRA SIA","2026. gada 1. ceturksnis","1.60","1.57","1.07","0.16","0.95","3"
"42403039832","NGG SIA","2026. gada 1. ceturksnis","0.00","0.08","0.08","0.00","0.00","0"
"42403039847","LD NAMI SIA","2026. gada 1. ceturksnis","3.49","2.08","0.00","0.52","0.78","1"
"42403039885","LUTKUN SIA","2026. gada 1. ceturksnis","1.65","0.00","0.31","0.90","1.05","3"
"42403039940","ADAMELLO SIA","2026. gada 1. ceturksnis","5.16","3.88","0.04","0.52","0.78","2"
"42403039974","NO BAĻĶA LĪDZ NAMIŅAM SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403039989","STRADAVARI SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403040009","8R SIA","2026. gada 1. ceturksnis","9.39","3.24","0.00","1.03","5.08","7"
"42403040028","RA DRUKĀTAVA SIA","2026. gada 1. ceturksnis","9.58","5.02","0.00","1.08","3.45","3"
"42403040032","RK PROJEKTI SIA","2026. gada 1. ceturksnis","15.34","9.27","0.00","1.69","4.38","5"
"42403040047","PARKA MĀJAS SIA","2026. gada 1. ceturksnis","1.43","0.41","0.68","0.31","1.39","3"
"42403040066","Z SERVICE SIA","2026. gada 1. ceturksnis","8.38","8.11","0.55","0.00","0.82","1"
"42403040085","LATGALES UPES LĪČI SIA","2026. gada 1. ceturksnis","1.94","0.59","0.00","0.24","0.97","4"
"42403040136","KAUPRAS VIĻŅI SIA","2026. gada 1. ceturksnis","1.92","1.02","0.00","0.12","0.79","1"
"42403040155","ROSITTEN DROŠĪBA SIA","2026. gada 1. ceturksnis","1.10","0.30","0.00","0.08","0.72","4"
"42403040174","LURA SIA","2026. gada 1. ceturksnis","1.64","0.00","0.00","0.11","1.53","1"
"42403040189","ARTI TRANS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403040206","FAKTORY SIA","2026. gada 1. ceturksnis","2.00","0.00","0.00","0.33","1.67","1"
"42403040210","IMMM SIA","2026. gada 1. ceturksnis"," -2.10","0.00","3.70","0.40","1.20","3"
"42403040225","ZELTA PAKALPOJUMS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403040244","WEST EAST COMPANY SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403040259","WAKE UP SIA","2026. gada 1. ceturksnis","0.55","0.00","0.00","0.41","0.13","1"
"42403040278","AJ TEHNIKA SIA","2026. gada 1. ceturksnis","54.04","8.22","0.08","14.31","31.20","32"
"42403040282","MASSANDRA SIA","2026. gada 1. ceturksnis","1.36","0.00","0.03","0.73","0.42","1"
"42403040297","KOKU PASAULE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403040329","HAZEL HILLS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403040333","ELLIKSS HOLDING SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403040367","ZR RIEPAS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403040386","AAA-V LATPROF SIA","2026. gada 1. ceturksnis"," -0.32","0.00","0.82","0.21","0.29","3"
"42403040403","EQUUM P SIA","2026. gada 1. ceturksnis","0.18","0.00","0.00","0.00","0.00","0"
"42403040437","JURKAT DEEM SIA","2026. gada 1. ceturksnis","34.02","23.07","0.00","1.99","8.95","13"
"42403040441","OUTSOURCING COMPANY SIA","2026. gada 1. ceturksnis","1.13","0.00","0.16","0.27","1.01","3"
"42403040456","R4F SIA","2026. gada 1. ceturksnis","0.84","0.38","0.78","0.50","0.73","5"
"42403040460","TASSE-LV SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403040511","BALTIC CENTRE INTERNATIONAL SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403040526","EIRENE SIA","2026. gada 1. ceturksnis","2.01","0.94","0.00","0.23","0.84","1"
"42403040545","LANA AUTO SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403040579","JAVA & JK SIA","2026. gada 1. ceturksnis","4.87","2.84","0.00","0.46","1.56","3"
"42403040615","TRICKSTER SIA","2026. gada 1. ceturksnis","0.18","0.00","0.00","0.00","0.00","0"
"42403040653","MADARA LV SIA","2026. gada 1. ceturksnis","18.19","3.45","0.22","2.06","12.76","19"
"42403040672","REBUS PRIM SIA","2026. gada 1. ceturksnis","4.95","0.17","0.00","1.71","3.07","1"
"42403040704","BENDIKS SIA","2026. gada 1. ceturksnis","27.10","9.04","0.00","3.06","14.73","15"
"42403040719","BALTIC STREET SIA","2026. gada 1. ceturksnis","119.30","89.90","5.17","8.86","18.84","9"
"42403040761","RRAIN SIA","2026. gada 1. ceturksnis","2.13","0.22","0.00","0.26","0.39","1"
"42403040776","LN SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403040831","ALHAJA SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403040865","AUSTRUMI PB PILNSABIEDRĪBA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403040884","RG GOBA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403040901","SKYTEC SIA","2026. gada 1. ceturksnis","1.84","0.00","0.00","0.20","1.64","2"
"42403040916","GRANO E SIA","2026. gada 1. ceturksnis"," -68.14","0.01","91.53","9.38","13.98","18"
"42403040969","MAKTOOL R SIA","2026. gada 1. ceturksnis","33.69","28.13","0.00","1.05","4.50","3"
"42403040973","GEK FOREST SIA","2026. gada 1. ceturksnis","0.22","0.00","0.00","0.00","0.22","1"
"42403041004","ADAN RSV SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041019","LTV SIA","2026. gada 1. ceturksnis","35.01","16.65","0.00","3.30","15.03","16"
"42403041023","DENTAL PLUS SIA","2026. gada 1. ceturksnis","2.73","0.00","0.00","0.64","2.09","4"
"42403041038","MASTER K SIA","2026. gada 1. ceturksnis","3.84","0.00","0.96","0.72","4.08","5"
"42403041057","BAFORKS SIA","2026. gada 1. ceturksnis","0.75","0.04","0.00","0.07","0.63","4"
"42403041061","EZ1 SIA","2026. gada 1. ceturksnis","9.29","4.66","0.00","0.46","3.92","5"
"42403041076","SAULLĒKTI OZOLOS SIA","2026. gada 1. ceturksnis","0.88","0.00","0.00","0.09","0.78","1"
"42403041080","DALIM SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041127","IEVA I SIA","2026. gada 1. ceturksnis","1.87","0.39","0.00","0.11","1.35","2"
"42403041131","MG103 SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403041146","AVENID SIA","2026. gada 1. ceturksnis","23.05","0.00","0.09","9.28","13.86","11"
"42403041150","REIEM SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041165","LGJT SIA","2026. gada 1. ceturksnis","4.83","3.52","0.00","0.52","0.78","1"
"42403041184","M.M.P VEST SIA","2026. gada 1. ceturksnis"," -0.16","0.00","0.46","0.07","0.23","1"
"42403041216","RĪGAS CELTNE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041220","LIS INDUSTRY SHARE SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403041254","NERZAS PIENOTAVA SIA","2026. gada 1. ceturksnis","3.49","0.31","0.00","1.26","1.71","5"
"42403041273","ARBAR SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403041288","SKR BUVE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403041292","APIMATION SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403041305","DZ DESIGN SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041362","TALENTED SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041377","SUPPLY INDUSTRY SIA","2026. gada 1. ceturksnis"," -0.09","0.00","0.14","0.00","0.00","0"
"42403041396","VESELĪBAS CENTRS PRIMUS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041413","ID SERVISS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041432","GLONAS SIA","2026. gada 1. ceturksnis","0.36","0.27","0.00","0.02","0.07","2"
"42403041470","MĀJOKĻU RISINĀJUMI SIA","2026. gada 1. ceturksnis","0.08","0.00","0.00","0.03","0.00","0"
"42403041485","RIEKSTKALNI AR SIA","2026. gada 1. ceturksnis","0.00","0.00","6.39","0.57","5.82","8"
"42403041521","J & K GRUPA SIA","2026. gada 1. ceturksnis","4.96","0.07","0.32","4.43","0.78","3"
"42403041536","ADR TRANS SIA","2026. gada 1. ceturksnis"," -5.28","0.00","13.16","2.63","5.24","8"
"42403041540","RITRANS SIA","2026. gada 1. ceturksnis","4.10","0.00","0.80","1.64","3.25","4"
"42403041555","EITR SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041574","OZOLAUDZE SIA","2026. gada 1. ceturksnis","0.34","0.00","0.00","0.08","0.25","0"
"42403041589","PUORDARE SIA","2026. gada 1. ceturksnis","0.42","0.00","0.00","0.17","0.25","1"
"42403041610","ZETRENT SIA","2026. gada 1. ceturksnis","0.60","0.17","0.44","0.06","0.80","2"
"42403041625","WE ARE FROM LATVIA SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403041678","WESMA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403041697","SS-VS SIA","2026. gada 1. ceturksnis","11.45","7.65","0.00","0.66","3.07","5"
"42403041748","INREN SIA","2026. gada 1. ceturksnis","2.07","1.33","0.00","0.08","0.66","1"
"42403041752","MZ SKATS SIA","2026. gada 1. ceturksnis","1.55","1.03","0.25","0.16","0.62","2"
"42403041767","DUDUKS SIA","2026. gada 1. ceturksnis","0.66","0.00","0.00","0.66","0.00","0"
"42403041803","AKOTI ZS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041818","UPLEJA 1 SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041837","RTM SERVICE SIA","2026. gada 1. ceturksnis","12.20","0.00","0.78","4.35","8.62","6"
"42403041856","MALAGA 2LVL SIA","2026. gada 1. ceturksnis","24.77","13.39","0.00","1.62","9.55","13"
"42403041860","LASERTAG LATGALE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403041875","REMBUV SIA","2026. gada 1. ceturksnis","4.08","0.11","0.00","0.81","3.16","5"
"42403041894","VĒRTS SIA","2026. gada 1. ceturksnis","2.13","0.00","0.00","0.26","1.61","3"
"42403041907","RBBR SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041911","ALBERO MĒBELES SIA","2026. gada 1. ceturksnis","4.75","2.23","0.43","0.55","2.40","3"
"42403041930","VOLKVINS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403041979","RĒZEKNES BOULINGS SIA","2026. gada 1. ceturksnis","9.61","6.06","0.00","0.96","2.59","5"
"42403041983","ZĀLES UZ MĀJĀM SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403042029","SM PAKALPOJUMI SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403042048","FKF SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403042071","SERGI Z SIA","2026. gada 1. ceturksnis","1.00","0.16","0.00","0.33","0.51","0"
"42403042103","ELLIOT FINANCE SIA","2026. gada 1. ceturksnis","0.19","0.00","1.32","0.27","1.23","5"
"42403042118","ZAĻIE VĪTOLI SIA","2026. gada 1. ceturksnis"," -0.13","0.00","0.18","0.00","0.00","1"
"42403042122","SKUJAS R SIA","2026. gada 1. ceturksnis","0.21","0.00","0.61","0.24","0.57","2"
"42403042137","VLATAR SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403042141","TRANZIT SERVISS SIA","2026. gada 1. ceturksnis","31.43","21.45","5.44","5.49","9.92","14"
"42403042160","DISTANCE PRO SIA","2026. gada 1. ceturksnis","0.63","0.00","0.00","0.00","0.63","1"
"42403042175","MEINKUN SIA","2026. gada 1. ceturksnis","4.22","0.00","0.00","1.10","3.12","4"
"42403042194","ELLIOT LOGISTICS SIA","2026. gada 1. ceturksnis"," -0.01","0.00","0.02","0.00"," -0.04","1"
"42403042226","N.O.T.K.A SIA","2026. gada 1. ceturksnis","2.39","0.00","0.00","0.33","2.06","2"
"42403042245","S&M SAUBER SIA","2026. gada 1. ceturksnis","1.31","0.03","0.00","0.51","0.76","2"
"42403042264","LUCYNA CARGO SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403042279","RITAL TIMBER SIA","2026. gada 1. ceturksnis","19.43","1.67","1.25","5.46","13.52","33"
"42403042300","BALTIE RUNČI SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403042315","SWITCH SERVICE SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403042349","BABY LUXE SIA","2026. gada 1. ceturksnis","13.49","9.06","0.00","1.12","3.29","3"
"42403042353","BDO ASSURANCE SIA","2026. gada 1. ceturksnis","253.89","82.85","0.00","45.40","83.98","29"
"42403042391","JGK SIA","2026. gada 1. ceturksnis"," -0.39","0.02","0.50","0.00","0.09","1"
"42403042419","SINDA B SIA","2026. gada 1. ceturksnis","0.07","0.00","0.00","0.00","0.00","0"
"42403042423","E.P-ENGINEERING SIA","2026. gada 1. ceturksnis"," -2.57","0.00","8.19","1.79","3.82","2"
"42403042442","JUNIVERSAL SIA","2026. gada 1. ceturksnis","1.15","0.00","0.00","0.38","0.77","1"
"42403042461","FORTIS AG SIA","2026. gada 1. ceturksnis","0.00","0.01","0.05","0.04","0.00","1"
"42403042476","LZ LATVIA SIA","2026. gada 1. ceturksnis","0.68","0.63","0.00","0.00","0.00","0"
"42403042480","RETRIX SIA","2026. gada 1. ceturksnis","0.25","0.00","0.00","0.00","0.00","0"
"42403042508","ORGANIC PRODUCTS SIA","2026. gada 1. ceturksnis","0.20","0.00","0.00","0.03","0.17","1"
"42403042531","JEVI SIA","2026. gada 1. ceturksnis"," -0.19","0.00","0.74","0.22","0.33","1"
"42403042546","REĢIONS LTG SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403042550","AB CONSTRUCTION SIA","2026. gada 1. ceturksnis"," -0.35","0.00","11.40","2.57","8.48","7"
"42403042565","TRIUMPH SIA","2026. gada 1. ceturksnis","0.18","0.00","0.00","0.00","0.00","0"
"42403042584","LABI, PALDIES! SIA","2026. gada 1. ceturksnis","3.12","2.01","0.08","0.39","0.80","1"
"42403042599","TOP KONČAS SIA","2026. gada 1. ceturksnis","0.48","0.00","0.00","0.17","0.26","0"
"42403042616","MAKA M SIA","2026. gada 1. ceturksnis","0.67","0.69","0.08","0.00","0.00","0"
"42403042635","AUSTRUMLATGALES FINIERIS SIA","2026. gada 1. ceturksnis","2.00","0.00","0.00","0.00","0.00","1"
"42403042654","155LV SIA","2026. gada 1. ceturksnis","21.66","6.72","0.00","2.41","6.28","4"
"42403042669","FIXMED SIA","2026. gada 1. ceturksnis"," -217.88","0.00","233.51","5.49","10.14","4"
"42403042688","SNOW CAT DREAMWORKS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403042705","DEAL BANQUETS SIA","2026. gada 1. ceturksnis","0.30","0.00","0.00","0.00","0.30","0"
"42403042739","A PACK SIA","2026. gada 1. ceturksnis","10.00","8.92","0.00","0.39","0.69","1"
"42403042762","BRIARTS SIA","2026. gada 1. ceturksnis","3.36","0.00","0.00","0.05","0.08","1"
"42403042777","Z CAPITAL SIA","2026. gada 1. ceturksnis","74.03","0.00","5.63","0.04","1.82","3"
"42403042796","ARĪ TE SIA","2026. gada 1. ceturksnis","0.96","0.00","0.00","0.07","0.89","2"
"42403042809","IACADEMY SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403042828","VOLMERS SIA","2026. gada 1. ceturksnis","6.89","1.72","0.00","0.00","0.57","1"
"42403042851","M.I.M LATVIA SIA","2026. gada 1. ceturksnis","1.08","0.00","0.23","0.52","0.78","1"
"42403042866","RB REAL ESTATE SIA","2026. gada 1. ceturksnis","0.53","0.00","0.62","0.36","0.78","1"
"42403042902","CMB INŽENIERU KOMPETENCES CENTRS SIA","2026. gada 1. ceturksnis","3.96","2.11","0.00","0.81","1.05","2"
"42403042917","MOLBERTS LATVIA, SIA","2026. gada 1. ceturksnis","68.62","21.25","0.00","12.65","34.69","30"
"42403042921","SKANDI PROJEKTS SIA","2026. gada 1. ceturksnis","0.06","0.00","0.00","0.00","0.00","0"
"42403042936","NASSTI SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403042955","QUIN SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403042974","VIĻĀNU AUTO SIA","2026. gada 1. ceturksnis","2.43","1.10","0.00","0.53","0.79","1"
"42403042989","AGRO GOLD DH SIA","2026. gada 1. ceturksnis"," -0.05","0.00","0.32","0.02","0.25","3"
"42403042993","METTA STEEL SIA","2026. gada 1. ceturksnis","0.06","0.00","0.00","0.00","0.06","0"
"42403043024","NATURE LINE SIA","2026. gada 1. ceturksnis","2.52","2.47","0.00","0.00","0.00","0"
"42403043039","ADAN GRUPA SIA","2026. gada 1. ceturksnis","0.20","0.00","0.00","0.00","0.00","0"
"42403043043","LUKSARTA SIA","2026. gada 1. ceturksnis","1.31","0.00","0.12","0.29","1.14","2"
"42403043058","IRENT SIA","2026. gada 1. ceturksnis","0.92","0.00","0.00","0.12","0.79","1"
"42403043077","DSLAT SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043081","RAUDUPE LV SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403043113","APARTAMENTI SK29 SIA","2026. gada 1. ceturksnis","2.97","0.00","0.00","0.89","2.07","3"
"42403043128","AMSIS SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043132","AGROTEHNOLOĢIJAS AB SIA","2026. gada 1. ceturksnis"," -2.20","0.00","2.25","0.00","0.00","0"
"42403043147","OVEROCEAN SIA","2026. gada 1. ceturksnis","0.76","0.00","0.00","0.00","0.76","1"
"42403043166","KSPM SIA","2026. gada 1. ceturksnis","1.08","0.18","0.00","0.11","0.78","1"
"42403043185","BALT WORK GROUP SIA","2026. gada 1. ceturksnis","2.42","0.00","0.18","1.17","1.43","2"
"42403043202","LATGALIJA BETONS SIA","2026. gada 1. ceturksnis","2.54"," -0.45","4.07","1.40","5.48","4"
"42403043217","LAVIENA SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403043221","PĀRBŪVE.LV SIA","2026. gada 1. ceturksnis","4.06","0.00","0.00","1.73","2.32","3"
"42403043236","VLAVI TRAVEL SIA","2026. gada 1. ceturksnis","56.69","52.74","0.00","1.11","2.85","1"
"42403043240","N.A.V. SIA","2026. gada 1. ceturksnis","10.32","5.06","0.00","1.10","4.15","9"
"42403043274","SOLU SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043293","IGGI SIA","2026. gada 1. ceturksnis","29.54","11.84","0.00","2.28","15.26","18"
"42403043306","NOVADA CEĻI SIA","2026. gada 1. ceturksnis","7.04","13.18","28.02","12.20","9.67","11"
"42403043310","DSG DĀLDERI SIA","2026. gada 1. ceturksnis","0.15","0.00","0.52","0.00","0.67","1"
"42403043325","ABRA M SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043344","LV2 SIA","2026. gada 1. ceturksnis","2.94","1.60","0.32","0.58","1.07","2"
"42403043359","RDESIGN SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043382","BURVE VN SIA","2026. gada 1. ceturksnis","0.43","0.38","0.00","0.00","0.00","0"
"42403043397","PLO.PAR SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","1"
"42403043429","ENERGYZONE SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043433","M PLACE SIA","2026. gada 1. ceturksnis","0.06","0.00","0.00","0.00","0.06","0"
"42403043448","NEOWEB SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043452","I.D.WOOD SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043467","DK IZDEVĒJS SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403043471","SIEMTECHA SIA","2026. gada 1. ceturksnis"," -10.49"," -1.63","13.37","1.63","2.87","2"
"42403043486","VIRIDI WOOD SIA","2026. gada 1. ceturksnis","8.17","3.61","0.65","1.84","3.37","1"
"42403043490","TEKS TRAK SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043503","ZELTIŅI.LV SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043522","MEGASTEEL SIA","2026. gada 1. ceturksnis","15.86","5.67","0.74","2.10","8.70","10"
"42403043537","HV23 SIA","2026. gada 1. ceturksnis","1.08","0.00","0.23","0.52","0.78","1"
"42403043556","KALNU KORES SIA","2026. gada 1. ceturksnis","0.12","0.00","0.00","0.00","0.00","0"
"42403043560","TAMCO SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
"42403043594","SENARĀJI SIA","2026. gada 1. ceturksnis","0.00","0.00","0.00","0.00","0.00","0"
"42403043607","AGRO FORCE SIA","2026. gada 1. ceturksnis","0.40","0.00","0.30","0.07","0.63","3"
"42403043626","SOLAR XPRO SIA","2026. gada 1. ceturksnis","243.97","147.30","0.00","23.09","47.91","24"
"42403043630","CRISTALLUS SIA","2026. gada 1. ceturksnis","0.25","0.00","0.00","0.00","0.11","0"
"42403043645","DM GRUPA SIA","2026. gada 1. ceturksnis","0.07","0.02","0.00","0.00","0.00","0"
"42403043664","AV LEGAL SIA","2026. gada 1. ceturksnis","0.05","0.00","0.00","0.00","0.00","0"
